index,split,unknown_class,cifar10_predicted_class,score,threshold,margin,failure_category,explanation
108,far,clock,automobile,-8.2651,-5.2929,2.9721,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'automobile', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
410,far,wardrobe,cat,-8.2624,-5.2929,2.9695,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
171,far,chair,airplane,-8.1849,-5.2929,2.892,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
134,far,keyboard,airplane,-8.166,-5.2929,2.873,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
638,far,wardrobe,cat,-8.1501,-5.2929,2.8572,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
547,far,bowl,frog,-8.1331,-5.2929,2.8402,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
760,far,wardrobe,cat,-8.0841,-5.2929,2.7912,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
482,far,bottle,cat,-8.0719,-5.2929,2.779,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
74,far,bottle,cat,-8.032,-5.2929,2.7391,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
468,far,keyboard,airplane,-8.0314,-5.2929,2.7385,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
544,far,keyboard,truck,-8.01,-5.2929,2.7171,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
693,far,bottle,cat,-7.9929,-5.2929,2.7,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
541,far,keyboard,truck,-7.9841,-5.2929,2.6911,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
629,far,wardrobe,truck,-7.9761,-5.2929,2.6832,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
277,far,chair,airplane,-7.9668,-5.2929,2.6738,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
457,far,wardrobe,truck,-7.9497,-5.2929,2.6568,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
507,far,mushroom,cat,-7.9452,-5.2929,2.6523,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
252,far,wardrobe,truck,-7.9448,-5.2929,2.6518,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
716,far,mushroom,dog,-7.8881,-5.2929,2.5952,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
780,far,chair,airplane,-7.8743,-5.2929,2.5814,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
543,far,bowl,cat,-7.8741,-5.2929,2.5811,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
611,far,mushroom,frog,-7.8706,-5.2929,2.5777,Semantically Plausible,"Class 'mushroom' shares strong visual/semantic features with CIFAR-10 'frog', causing the closed-set classifier to absorb the unknown with high logit response."
273,far,chair,airplane,-7.8651,-5.2929,2.5722,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
148,far,mushroom,frog,-7.8617,-5.2929,2.5688,Semantically Plausible,"Class 'mushroom' shares strong visual/semantic features with CIFAR-10 'frog', causing the closed-set classifier to absorb the unknown with high logit response."
695,far,keyboard,truck,-7.8545,-5.2929,2.5616,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
666,far,sunflower,airplane,-7.835,-5.2929,2.5421,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
165,far,bottle,bird,-7.8307,-5.2929,2.5377,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
2,far,chair,airplane,-7.8035,-5.2929,2.5105,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
259,far,wardrobe,truck,-7.8033,-5.2929,2.5103,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
274,far,bowl,bird,-7.7835,-5.2929,2.4905,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
382,far,sunflower,bird,-7.78,-5.2929,2.487,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
449,far,wardrobe,cat,-7.7639,-5.2929,2.4709,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
367,far,sunflower,airplane,-7.759,-5.2929,2.4661,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
354,far,wardrobe,truck,-7.7511,-5.2929,2.4581,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
83,far,mushroom,bird,-7.7505,-5.2929,2.4575,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
358,far,sunflower,dog,-7.7277,-5.2929,2.4348,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
67,far,bowl,cat,-7.6855,-5.2929,2.3925,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
61,far,bowl,frog,-7.641,-5.2929,2.3481,Surprising Failure,"Class 'bowl' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
301,far,keyboard,airplane,-7.6194,-5.2929,2.3264,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
665,far,clock,truck,-7.6191,-5.2929,2.3262,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
540,far,clock,bird,-7.6169,-5.2929,2.3239,Surprising Failure,"Class 'clock' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
736,far,sunflower,truck,-7.606,-5.2929,2.3131,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
727,far,wardrobe,truck,-7.5739,-5.2929,2.281,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
768,far,sunflower,ship,-7.5612,-5.2929,2.2682,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'ship', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
785,far,wardrobe,cat,-7.5564,-5.2929,2.2635,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
355,far,chair,airplane,-7.5435,-5.2929,2.2506,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
11,far,chair,cat,-7.5248,-5.2929,2.2319,Surprising Failure,"Class 'chair' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
661,far,keyboard,cat,-7.5175,-5.2929,2.2246,Surprising Failure,"Class 'keyboard' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
738,far,bottle,truck,-7.4986,-5.2929,2.2057,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
227,far,wardrobe,cat,-7.4945,-5.2929,2.2015,Surprising Failure,"Class 'wardrobe' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
443,far,sunflower,truck,-7.4681,-5.2929,2.1752,Surprising Failure,"Class 'sunflower' is visually distant from CIFAR-10 'truck', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
114,far,mushroom,bird,-7.4646,-5.2929,2.1716,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
294,far,mushroom,bird,-7.4501,-5.2929,2.1571,Surprising Failure,"Class 'mushroom' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
737,far,bottle,bird,-7.4274,-5.2929,2.1344,Surprising Failure,"Class 'bottle' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
